Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
                0.00    0.00       2/2           int* std::uninitialized_fill_n<int*, unsigned long, int>(int*, unsigned long, int const&) [108]
-----------------------------------------------
                0.00    0.00       2/2           int* std::__uninitialized_fill_n<true>::__uninit_fill_n<int*, unsigned long, int>(int*, unsigned long, int const&) [95]
[111]    0.0    0.00    0.00       2         int* std::fill_n<int*, unsigned long, int>(int*, unsigned long, int const&) [111]
                0.00    0.00       2/3           std::__size_to_integer(unsigned long) [79]
                0.00    0.00       2/2           int* std::__fill_n_a<int*, unsigned long, int>(int*, unsigned long, int const&, std::random_access_iterator_tag) [105]
-----------------------------------------------
                0.00    0.00       2/2           std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::~vector() [100]
[112]    0.0    0.00    0.00       2         void std::_Destroy<std::vector<int, std::allocator<int> >*>(std::vector<int, std::allocator<int> >*, std::vector<int, std::allocator<int> >*) [112]
                0.00    0.00       2/2           void std::_Destroy_aux<false>::__destroy<std::vector<int, std::allocator<int> >*>(std::vector<int, std::allocator<int> >*, std::vector<int, std::allocator<int> >*) [82]
-----------------------------------------------
                0.00    0.00       2/2           int* std::__fill_n_a<int*, unsigned long, int>(int*, unsigned long, int const&, std::random_access_iterator_tag) [105]
[113]    0.0    0.00    0.00       2         void std::__fill_a<int*, int>(int*, int*, int const&) [113]
                0.00    0.00       2/2           __gnu_cxx::__enable_if<std::__is_scalar<int>::__value, void>::__type std::__fill_a1<int*, int>(int*, int*, int const&) [114]
-----------------------------------------------
                0.00    0.00       2/2           void std::__fill_a<int*, int>(int*, int*, int const&) [113]
[114]    0.0    0.00    0.00       2         __gnu_cxx::__enable_if<std::__is_scalar<int>::__value, void>::__type std::__fill_a1<int*, int>(int*, int*, int const&) [114]
-----------------------------------------------
                0.00    0.00       1/1           main [1]
[115]    0.0    0.00    0.00       1         std::chrono::duration<long, std::ratio<1l, 1000000l> >::count() const [115]
-----------------------------------------------
                0.00    0.00       1/1           std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::basic_string<std::allocator<char> >(char const*, std::allocator<char> const&) [139]
[116]    0.0    0.00    0.00       1         std::char_traits<char>::length(char const*) [116]
                0.00    0.00       1/1           std::__is_constant_evaluated() [142]
-----------------------------------------------
                0.00    0.00       1/1           void std::_Destroy<long*>(long*, long*) [145]
[117]    0.0    0.00    0.00       1         void std::_Destroy_aux<true>::__destroy<long*>(long*, long*) [117]
-----------------------------------------------
                0.00    0.00       1/1           std::_Vector_base<long, std::allocator<long> >::_M_create_storage(unsigned long) [122]
[118]    0.0    0.00    0.00       1         std::_Vector_base<long, std::allocator<long> >::_M_allocate(unsigned long) [118]
                0.00    0.00       1/1           std::__new_allocator<long>::allocate(unsigned long, void const*) [127]
-----------------------------------------------
                0.00    0.00       1/1           std::_Vector_base<long, std::allocator<long> >::_Vector_base(unsigned long, std::allocator<long> const&) [124]
[119]    0.0    0.00    0.00       1         std::_Vector_base<long, std::allocator<long> >::_Vector_impl::_Vector_impl(std::allocator<long> const&) [119]
                0.00    0.00       1/1           std::_Vector_base<long, std::allocator<long> >::_Vector_impl_data::_Vector_impl_data() [123]
-----------------------------------------------
                0.00    0.00       1/1           std::_Vector_base<long, std::allocator<long> >::~_Vector_base() [125]
[120]    0.0    0.00    0.00       1         std::_Vector_base<long, std::allocator<long> >::_Vector_impl::~_Vector_impl() [120]
                0.00    0.00       1/3           std::__new_allocator<long>::~__new_allocator() [78]
-----------------------------------------------
                0.00    0.00       1/1           std::_Vector_base<long, std::allocator<long> >::~_Vector_base() [125]
[121]    0.0    0.00    0.00       1         std::_Vector_base<long, std::allocator<long> >::_M_deallocate(long*, unsigned long) [121]
                0.00    0.00       1/1           std::__new_allocator<long>::deallocate(long*, unsigned long) [126]
-----------------------------------------------
                0.00    0.00       1/1           std::_Vector_base<long, std::allocator<long> >::_Vector_base(unsigned long, std::allocator<long> const&) [124]
[122]    0.0    0.00    0.00       1         std::_Vector_base<long, std::allocator<long> >::_M_create_storage(unsigned long) [122]
                0.00    0.00       1/1           std::_Vector_base<long, std::allocator<long> >::_M_allocate(unsigned long) [118]
-----------------------------------------------
                0.00    0.00       1/1           std::_Vector_base<long, std::allocator<long> >::_Vector_impl::_Vector_impl(std::allocator<long> const&) [119]
[123]    0.0    0.00    0.00       1         std::_Vector_base<long, std::allocator<long> >::_Vector_impl_data::_Vector_impl_data() [123]
-----------------------------------------------
                0.00    0.00       1/1           std::vector<long, std::allocator<long> >::vector(unsigned long, long const&, std::allocator<long> const&) [136]
[124]    0.0    0.00    0.00       1         std::_Vector_base<long, std::allocator<long> >::_Vector_base(unsigned long, std::allocator<long> const&) [124]
                0.00    0.00       1/1           std::_Vector_base<long, std::allocator<long> >::_Vector_impl::_Vector_impl(std::allocator<long> const&) [119]
                0.00    0.00       1/1           std::_Vector_base<long, std::allocator<long> >::_M_create_storage(unsigned long) [122]
-----------------------------------------------
                0.00    0.00       1/1           std::vector<long, std::allocator<long> >::~vector() [137]
[125]    0.0    0.00    0.00       1         std::_Vector_base<long, std::allocator<long> >::~_Vector_base() [125]
                0.00    0.00       1/1           std::_Vector_base<long, std::allocator<long> >::_M_deallocate(long*, unsigned long) [121]
                0.00    0.00       1/1           std::_Vector_base<long, std::allocator<long> >::_Vector_impl::~_Vector_impl() [120]
-----------------------------------------------
                0.00    0.00       1/1           std::_Vector_base<long, std::allocator<long> >::_M_deallocate(long*, unsigned long) [121]
[126]    0.0    0.00    0.00       1         std::__new_allocator<long>::deallocate(long*, unsigned long) [126]
-----------------------------------------------
                0.00    0.00       1/1           std::_Vector_base<long, std::allocator<long> >::_M_allocate(unsigned long) [118]
[127]    0.0    0.00    0.00       1         std::__new_allocator<long>::allocate(unsigned long, void const*) [127]
-----------------------------------------------
                0.00    0.00       1/1           long* std::uninitialized_fill_n<long*, unsigned long, long>(long*, unsigned long, long const&) [141]
[128]    0.0    0.00    0.00       1         long* std::__uninitialized_fill_n<true>::__uninit_fill_n<long*, unsigned long, long>(long*, unsigned long, long const&) [128]
                0.00    0.00       1/1           long* std::fill_n<long*, unsigned long, long>(long*, unsigned long, long const&) [144]
-----------------------------------------------
                0.00    0.00       1/1           std::common_type<std::chrono::duration<long, std::ratio<1l, 1000000000l> >, std::chrono::duration<long, std::ratio<1l, 1000000000l> > >::type std::chrono::operator-<long, std::ratio<1l, 1000000000l>, long, std::ratio<1l, 1000000000l> >(std::chrono::duration<long, std::ratio<1l, 1000000000l> > const&, std::chrono::duration<long, std::ratio<1l, 1000000000l> > const&) [7]
[129]    0.0    0.00    0.00       1         std::chrono::duration<long, std::ratio<1l, 1000000000l> >::duration<long, void>(long const&) [129]
-----------------------------------------------
                0.00    0.00       1/1           std::chrono::duration<long, std::ratio<1l, 1000000l> > std::chrono::__duration_cast_impl<std::chrono::duration<long, std::ratio<1l, 1000000l> >, std::ratio<1l, 1000l>, long, true, false>::__cast<long, std::ratio<1l, 1000000000l> >(std::chrono::duration<long, std::ratio<1l, 1000000000l> > const&) [10]
[130]    0.0    0.00    0.00       1         std::chrono::duration<long, std::ratio<1l, 1000000l> >::duration<long, void>(long const&) [130]
-----------------------------------------------
                0.00    0.00       1/1           std::vector<long, std::allocator<long> >::_S_check_init_len(unsigned long, std::allocator<long> const&) [132]
[131]    0.0    0.00    0.00       1         std::vector<long, std::allocator<long> >::_S_max_size(std::allocator<long> const&) [131]
                0.00    0.00       1/5           unsigned long const& std::min<unsigned long>(unsigned long const&, unsigned long const&) [75]
-----------------------------------------------
                0.00    0.00       1/1           std::vector<long, std::allocator<long> >::vector(unsigned long, long const&, std::allocator<long> const&) [136]
[132]    0.0    0.00    0.00       1         std::vector<long, std::allocator<long> >::_S_check_init_len(unsigned long, std::allocator<long> const&) [132]
                0.00    0.00       1/1           std::vector<long, std::allocator<long> >::_S_max_size(std::allocator<long> const&) [131]
                0.00    0.00       1/3           std::__new_allocator<long>::~__new_allocator() [78]
-----------------------------------------------
                0.00    0.00       1/1           std::vector<long, std::allocator<long> >::vector(unsigned long, long const&, std::allocator<long> const&) [136]
[133]    0.0    0.00    0.00       1         std::vector<long, std::allocator<long> >::_M_fill_initialize(unsigned long, long const&) [133]
                0.00    0.00       1/2           std::_Vector_base<long, std::allocator<long> >::_M_get_Tp_allocator() [91]
                0.00    0.00       1/1           long* std::__uninitialized_fill_n_a<long*, unsigned long, long, long>(long*, unsigned long, long const&, std::allocator<long>&) [143]
-----------------------------------------------
                0.00    0.00       1/1           histo_values(std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >&, long, int) [8]
[134]    0.0    0.00    0.00       1         std::vector<long, std::allocator<long> >::end() [134]
                0.00    0.00       1/2           __gnu_cxx::__normal_iterator<long*, std::vector<long, std::allocator<long> > >::__normal_iterator(long* const&) [80]
-----------------------------------------------
                0.00    0.00       1/1           histo_values(std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >&, long, int) [8]
[135]    0.0    0.00    0.00       1         std::vector<long, std::allocator<long> >::begin() [135]
                0.00    0.00       1/2           __gnu_cxx::__normal_iterator<long*, std::vector<long, std::allocator<long> > >::__normal_iterator(long* const&) [80]
-----------------------------------------------
                0.00    0.00       1/1           histo_values(std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >&, long, int) [8]
[136]    0.0    0.00    0.00       1         std::vector<long, std::allocator<long> >::vector(unsigned long, long const&, std::allocator<long> const&) [136]
                0.00    0.00       1/1           std::vector<long, std::allocator<long> >::_S_check_init_len(unsigned long, std::allocator<long> const&) [132]
                0.00    0.00       1/1           std::_Vector_base<long, std::allocator<long> >::_Vector_base(unsigned long, std::allocator<long> const&) [124]
                0.00    0.00       1/1           std::vector<long, std::allocator<long> >::_M_fill_initialize(unsigned long, long const&) [133]
-----------------------------------------------
                0.00    0.00       1/1           histo_values(std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >&, long, int) [8]
[137]    0.0    0.00    0.00       1         std::vector<long, std::allocator<long> >::~vector() [137]
                0.00    0.00       1/2           std::_Vector_base<long, std::allocator<long> >::_M_get_Tp_allocator() [91]
                0.00    0.00       1/1           void std::_Destroy<long*>(long*, long*) [145]
                0.00    0.00       1/1           std::_Vector_base<long, std::allocator<long> >::~_Vector_base() [125]
-----------------------------------------------
                0.00    0.00       1/1           std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::basic_string<std::allocator<char> >(char const*, std::allocator<char> const&) [139]
[138]    0.0    0.00    0.00       1         void std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_construct<char const*>(char const*, char const*, std::forward_iterator_tag) [138]
                0.00    0.00       1/1           std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_construct<char const*>(char const*, char const*, std::forward_iterator_tag)::_Guard::_Guard(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*) [148]
                0.00    0.00       1/1           std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_construct<char const*>(char const*, char const*, std::forward_iterator_tag)::_Guard::~_Guard() [149]
-----------------------------------------------
                0.00    0.00       1/1           output_histo[abi:cxx11](std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >&) [13]
[139]    0.0    0.00    0.00       1         std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::basic_string<std::allocator<char> >(char const*, std::allocator<char> const&) [139]
                0.00    0.00       1/1           std::char_traits<char>::length(char const*) [116]
                0.00    0.00       1/1           void std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_construct<char const*>(char const*, char const*, std::forward_iterator_tag) [138]
-----------------------------------------------
                0.00    0.00       1/1           long* std::fill_n<long*, unsigned long, long>(long*, unsigned long, long const&) [144]
[140]    0.0    0.00    0.00       1         long* std::__fill_n_a<long*, unsigned long, long>(long*, unsigned long, long const&, std::random_access_iterator_tag) [140]
                0.00    0.00       1/1           void std::__fill_a<long*, long>(long*, long*, long const&) [146]
-----------------------------------------------
                0.00    0.00       1/1           long* std::__uninitialized_fill_n_a<long*, unsigned long, long, long>(long*, unsigned long, long const&, std::allocator<long>&) [143]
[141]    0.0    0.00    0.00       1         long* std::uninitialized_fill_n<long*, unsigned long, long>(long*, unsigned long, long const&) [141]
                0.00    0.00       1/1           long* std::__uninitialized_fill_n<true>::__uninit_fill_n<long*, unsigned long, long>(long*, unsigned long, long const&) [128]
-----------------------------------------------
                0.00    0.00       1/1           std::char_traits<char>::length(char const*) [116]
[142]    0.0    0.00    0.00       1         std::__is_constant_evaluated() [142]
-----------------------------------------------
                0.00    0.00       1/1           std::vector<long, std::allocator<long> >::_M_fill_initialize(unsigned long, long const&) [133]
[143]    0.0    0.00    0.00       1         long* std::__uninitialized_fill_n_a<long*, unsigned long, long, long>(long*, unsigned long, long const&, std::allocator<long>&) [143]
                0.00    0.00       1/1           long* std::uninitialized_fill_n<long*, unsigned long, long>(long*, unsigned long, long const&) [141]
-----------------------------------------------
                0.00    0.00       1/1           long* std::__uninitialized_fill_n<true>::__uninit_fill_n<long*, unsigned long, long>(long*, unsigned long, long const&) [128]
[144]    0.0    0.00    0.00       1         long* std::fill_n<long*, unsigned long, long>(long*, unsigned long, long const&) [144]
                0.00    0.00       1/3           std::__size_to_integer(unsigned long) [79]
                0.00    0.00       1/1           long* std::__fill_n_a<long*, unsigned long, long>(long*, unsigned long, long const&, std::random_access_iterator_tag) [140]
-----------------------------------------------
                0.00    0.00       1/1           std::vector<long, std::allocator<long> >::~vector() [137]
[145]    0.0    0.00    0.00       1         void std::_Destroy<long*>(long*, long*) [145]
                0.00    0.00       1/1           void std::_Destroy_aux<true>::__destroy<long*>(long*, long*) [117]
-----------------------------------------------
                0.00    0.00       1/1           long* std::__fill_n_a<long*, unsigned long, long>(long*, unsigned long, long const&, std::random_access_iterator_tag) [140]
[146]    0.0    0.00    0.00       1         void std::__fill_a<long*, long>(long*, long*, long const&) [146]
                0.00    0.00       1/1           __gnu_cxx::__enable_if<std::__is_scalar<long>::__value, void>::__type std::__fill_a1<long*, long>(long*, long*, long const&) [147]
-----------------------------------------------
                0.00    0.00       1/1           void std::__fill_a<long*, long>(long*, long*, long const&) [146]
[147]    0.0    0.00    0.00       1         __gnu_cxx::__enable_if<std::__is_scalar<long>::__value, void>::__type std::__fill_a1<long*, long>(long*, long*, long const&) [147]
-----------------------------------------------
                0.00    0.00       1/1           void std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_construct<char const*>(char const*, char const*, std::forward_iterator_tag) [138]
[148]    0.0    0.00    0.00       1         std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_construct<char const*>(char const*, char const*, std::forward_iterator_tag)::_Guard::_Guard(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*) [148]
-----------------------------------------------
                0.00    0.00       1/1           void std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_construct<char const*>(char const*, char const*, std::forward_iterator_tag) [138]
[149]    0.0    0.00    0.00       1         std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_construct<char const*>(char const*, char const*, std::forward_iterator_tag)::_Guard::~_Guard() [149]
-----------------------------------------------

 This table describes the call tree of the program, and was sorted by
 the total amount of time spent in each function and its children.

 Each entry in this table consists of several lines.  The line with the
 index number at the left hand margin lists the current function.
 The lines above it list the functions that called this function,
 and the lines below it list the functions this one called.
 This line lists:
     index	A unique number given to each element of the table.
		Index numbers are sorted numerically.
		The index number is printed next to every function name so
		it is easier to look up where the function is in the table.

     % time	This is the percentage of the `total' time that was spent
		in this function and its children.  Note that due to
		different viewpoints, functions excluded by options, etc,
		these numbers will NOT add up to 100%.

     self	This is the total amount of time spent in this function.

     children	This is the total amount of time propagated into this
		function by its children.

     called	This is the number of times the function was called.
		If the function called itself recursively, the number
		only includes non-recursive calls, and is followed by
		a `+' and the number of recursive calls.

     name	The name of the current function.  The index number is
		printed after it.  If the function is a member of a
		cycle, the cycle number is printed between the
		function's name and the index number.


 For the function's parents, the fields have the following meanings:

     self	This is the amount of time that was propagated directly
		from the function into this parent.

     children	This is the amount of time that was propagated from
		the function's children into this parent.

     called	This is the number of times this parent called the
		function `/' the total number of times the function
		was called.  Recursive calls to the function are not
		included in the number after the `/'.

     name	This is the name of the parent.  The parent's index
		number is printed after it.  If the parent is a
		member of a cycle, the cycle number is printed between
		the name and the index number.

 If the parents of the function cannot be determined, the word
 `<spontaneous>' is printed in the `name' field, and all the other
 fields are blank.

 For the function's children, the fields have the following meanings:

     self	This is the amount of time that was propagated directly
		from the child into the function.

     children	This is the amount of time that was propagated from the
		child's children to the function.

     called	This is the number of times the function called
		this child `/' the total number of times the child
		was called.  Recursive calls by the child are not
		listed in the number after the `/'.

     name	This is the name of the child.  The child's index
		number is printed after it.  If the child is a
		member of a cycle, the cycle number is printed
		between the name and the index number.

 If there are any cycles (circles) in the call graph, there is an
 entry for the cycle-as-a-whole.  This entry shows who called the
 cycle (as parents) and the members of the cycle (as children.)
 The `+' recursive calls entry shows the number of function calls that
 were internal to the cycle, and the calls entry for each member shows,
 for that member, how many times it was called from other members of
 the cycle.

Copyright (C) 2012-2024 Free Software Foundation, Inc.

Copying and distribution of this file, with or without modification,
are permitted in any medium without royalty provided the copyright
notice and this notice are preserved.

Index by function name

   [3] escapetime(std::pair<double, double>, int) [122] std::_Vector_base<long, std::allocator<long> >::_M_create_storage(unsigned long) [139] std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::basic_string<std::allocator<char> >(char const*, std::allocator<char> const&)
   [8] histo_values(std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >&, long, int) [123] std::_Vector_base<long, std::allocator<long> >::_Vector_impl_data::_Vector_impl_data() [26] std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::basic_string<std::allocator<char> >(unsigned long, char, std::allocator<char> const&)
  [13] output_histo[abi:cxx11](std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >&) [91] std::_Vector_base<long, std::allocator<long> >::_M_get_Tp_allocator() [27] std::__cxx11::to_string(int)
   [2] plotCentered(double, double, double, double, double, int) [124] std::_Vector_base<long, std::allocator<long> >::_Vector_base(unsigned long, std::allocator<long> const&) [28] unsigned int std::__detail::__to_chars_len<unsigned int>(unsigned int, int)
  [24] early_interior(std::pair<double, double>) [125] std::_Vector_base<long, std::allocator<long> >::~_Vector_base() [29] void std::__detail::__to_chars_10_impl<unsigned int>(char*, unsigned int, unsigned int)
   [4] escaped_heuristic(std::pair<double, double>, std::pair<double, double>) [92] std::__new_allocator<std::vector<int, std::allocator<int> > >::deallocate(std::vector<int, std::allocator<int> >*, unsigned long) [62] void std::_Construct<std::vector<int, std::allocator<int> >, std::vector<int, std::allocator<int> > const&>(std::vector<int, std::allocator<int> >*, std::vector<int, std::allocator<int> > const&)
  [35] __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >::__normal_iterator(int const* const&) [93] std::__new_allocator<std::vector<int, std::allocator<int> > >::allocate(unsigned long, void const*) [105] int* std::__fill_n_a<int*, unsigned long, int>(int*, unsigned long, int const&, std::random_access_iterator_tag)
  [80] __gnu_cxx::__normal_iterator<long*, std::vector<long, std::allocator<long> > >::__normal_iterator(long* const&) [74] std::__new_allocator<std::vector<int, std::allocator<int> > >::~__new_allocator() [140] long* std::__fill_n_a<long*, unsigned long, long>(long*, unsigned long, long const&, std::random_access_iterator_tag)
  [41] __gnu_cxx::__normal_iterator<long*, std::vector<long, std::allocator<long> > >::operator++() [23] std::__new_allocator<char>::~__new_allocator() [37] std::vector<int, std::allocator<int> >* std::__addressof<std::vector<int, std::allocator<int> > >(std::vector<int, std::allocator<int> >&)
  [40] bool __gnu_cxx::operator!=<long*, std::vector<long, std::allocator<long> > >(__gnu_cxx::__normal_iterator<long*, std::vector<long, std::allocator<long> > > const&, __gnu_cxx::__normal_iterator<long*, std::vector<long, std::allocator<long> > > const&) [52] std::__new_allocator<int>::deallocate(int*, unsigned long) [38] __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > > std::__miter_base<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > > >(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >)
  [36] __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >::base() const [53] std::__new_allocator<int>::allocate(unsigned long, void const*) [39] int const* std::__niter_base<int const*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >)
  [32] __gnu_cxx::__normal_iterator<long*, std::vector<long, std::allocator<long> > >::base() const [33] std::__new_allocator<int>::~__new_allocator() [63] int* std::__niter_base<int*>(int*)
  [42] __gnu_cxx::__normal_iterator<long*, std::vector<long, std::allocator<long> > >::operator*() const [126] std::__new_allocator<long>::deallocate(long*, unsigned long) [64] int* std::__niter_wrap<int*>(int* const&, int*)
  [56] std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator() const [127] std::__new_allocator<long>::allocate(unsigned long, void const*) [65] int* std::__copy_move_a<false, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*)
  [81] std::chrono::time_point<std::chrono::_V2::system_clock, std::chrono::duration<long, std::ratio<1l, 1000000000l> > >::time_since_epoch() const [78] std::__new_allocator<long>::~__new_allocator() [66] int* std::__copy_move_a1<false, int const*, int*>(int const*, int const*, int*)
   [5] std::chrono::duration<long, std::ratio<1l, 1000000000l> >::count() const [60] int* std::__uninitialized_copy<true>::__uninit_copy<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*) [67] int* std::__copy_move_a2<false, int const*, int*>(int const*, int const*, int*)
 [115] std::chrono::duration<long, std::ratio<1l, 1000000l> >::count() const [94] std::vector<int, std::allocator<int> >* std::__uninitialized_fill_n<false>::__uninit_fill_n<std::vector<int, std::allocator<int> >*, unsigned long, std::vector<int, std::allocator<int> > >(std::vector<int, std::allocator<int> >*, unsigned long, std::vector<int, std::allocator<int> > const&) [79] std::__size_to_integer(unsigned long)
  [77] std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::size() const [95] int* std::__uninitialized_fill_n<true>::__uninit_fill_n<int*, unsigned long, int>(int*, unsigned long, int const&) [106] std::vector<int, std::allocator<int> >* std::__do_uninit_fill_n<std::vector<int, std::allocator<int> >*, unsigned long, std::vector<int, std::allocator<int> > >(std::vector<int, std::allocator<int> >*, unsigned long, std::vector<int, std::allocator<int> > const&)
  [57] std::vector<int, std::allocator<int> >::end() const [128] long* std::__uninitialized_fill_n<true>::__uninit_fill_n<long*, unsigned long, long>(long*, unsigned long, long const&) [68] int* std::uninitialized_copy<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*)
  [31] std::vector<int, std::allocator<int> >::size() const [25] std::pair<double, double>::pair<double&, double&, true>(double&, double&) [107] std::vector<int, std::allocator<int> >* std::uninitialized_fill_n<std::vector<int, std::allocator<int> >*, unsigned long, std::vector<int, std::allocator<int> > >(std::vector<int, std::allocator<int> >*, unsigned long, std::vector<int, std::allocator<int> > const&)
  [58] std::vector<int, std::allocator<int> >::begin() const [9] std::enable_if<std::chrono::__is_duration<std::chrono::duration<long, std::ratio<1l, 1000000l> > >::value, std::chrono::duration<long, std::ratio<1l, 1000000l> > >::type std::chrono::duration_cast<std::chrono::duration<long, std::ratio<1l, 1000000l> >, long, std::ratio<1l, 1000000000l> >(std::chrono::duration<long, std::ratio<1l, 1000000000l> > const&) [108] int* std::uninitialized_fill_n<int*, unsigned long, int>(int*, unsigned long, int const&)
  [59] int* std::__copy_move<false, true, std::random_access_iterator_tag>::__copy_m<int const, int>(int const*, int const*, int*) [10] std::chrono::duration<long, std::ratio<1l, 1000000l> > std::chrono::__duration_cast_impl<std::chrono::duration<long, std::ratio<1l, 1000000l> >, std::ratio<1l, 1000l>, long, true, false>::__cast<long, std::ratio<1l, 1000000000l> >(std::chrono::duration<long, std::ratio<1l, 1000000000l> > const&) [141] long* std::uninitialized_fill_n<long*, unsigned long, long>(long*, unsigned long, long const&)
 [116] std::char_traits<char>::length(char const*) [129] std::chrono::duration<long, std::ratio<1l, 1000000000l> >::duration<long, void>(long const&) [69] int* std::__uninitialized_copy_a<__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*, int>(__gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int const*, std::vector<int, std::allocator<int> > >, int*, std::allocator<int>&)
  [82] void std::_Destroy_aux<false>::__destroy<std::vector<int, std::allocator<int> >*>(std::vector<int, std::allocator<int> >*, std::vector<int, std::allocator<int> >*) [130] std::chrono::duration<long, std::ratio<1l, 1000000l> >::duration<long, void>(long const&) [142] std::__is_constant_evaluated()
  [43] void std::_Destroy_aux<true>::__destroy<int*>(int*, int*) [6] std::common_type<std::chrono::duration<long, std::ratio<1l, 1000000000l> >, std::chrono::duration<long, std::ratio<1l, 1000000000l> > >::type std::chrono::operator-<std::chrono::_V2::system_clock, std::chrono::duration<long, std::ratio<1l, 1000000000l> >, std::chrono::duration<long, std::ratio<1l, 1000000000l> > >(std::chrono::time_point<std::chrono::_V2::system_clock, std::chrono::duration<long, std::ratio<1l, 1000000000l> > > const&, std::chrono::time_point<std::chrono::_V2::system_clock, std::chrono::duration<long, std::ratio<1l, 1000000000l> > > const&) [109] std::vector<int, std::allocator<int> >* std::__uninitialized_fill_n_a<std::vector<int, std::allocator<int> >*, unsigned long, std::vector<int, std::allocator<int> >, std::vector<int, std::allocator<int> > >(std::vector<int, std::allocator<int> >*, unsigned long, std::vector<int, std::allocator<int> > const&, std::allocator<std::vector<int, std::allocator<int> > >&)
 [117] void std::_Destroy_aux<true>::__destroy<long*>(long*, long*) [7] std::common_type<std::chrono::duration<long, std::ratio<1l, 1000000000l> >, std::chrono::duration<long, std::ratio<1l, 1000000000l> > >::type std::chrono::operator-<long, std::ratio<1l, 1000000000l>, long, std::ratio<1l, 1000000000l> >(std::chrono::duration<long, std::ratio<1l, 1000000000l> > const&, std::chrono::duration<long, std::ratio<1l, 1000000000l> > const&) [110] int* std::__uninitialized_fill_n_a<int*, unsigned long, int, int>(int*, unsigned long, int const&, std::allocator<int>&)
  [83] std::_Vector_base<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_M_allocate(unsigned long) [96] std::vector<std::vector<int, std::allocator<int> >, std::allocator<std::vector<int, std::allocator<int> > > >::_S_max_size(std::allocator<std::vector<int, std::allocator<int> > > const&) [143] long* std::__uninitialized_fill_n_a<long*, unsigned long, long, long>(long*, unsigned long, long const&, std::allocator<long>&)
